{'global': {'threads': 16, 'cuda': True, 'batch_size': 512, 'max_tokens': 20, 'visual_feature_size': 768, 'cosine_annealing_steps': 1, 'dexter': False, 'clap': True, 'palmtree': True, 'interval': 4, 'decoder_type': 'lord', 'no_combo': False}, 'COMBO': {'learning_rate': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'Dexter2Seq': {'patches': 16, 'dim_inter': 32}, 'Clap2Seq': {'patches': 16, 'dim_inter': 48}, 'PalmtreeSeq': {'size': 50, 'emb_size': 128}, 'CoCa': {'unimodal_depth': 6, 'multimodal_depth': 6, 'dim_head': 24, 'head': 32, 'feedforward_factor': 4, 'dropout': 0, 'final_mlp_depth': 1, 'caption_loss_weight': 1.0, 'contrastive_loss_weight': 1.0, 'num_img_queries': 63}}, 'LORD': {'learning_rate_combo': 1e-05, 'learning_rate_lord': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'LORD': {'depth': 12, 'head': 32, 'feedforward_factor': 4, 'dropout': 0.1, 'final_mlp_depth': 1, 'loss_type': 'smooth'}}}
<shared-project-root>/baselines/blens/inferenceCOMBO.py:37: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  combo.load_state_dict(torch.load(os.path.join(directoryXP, f"COMBO-Function-0")))
target: ngx_http_access_rule
output: ngx_http_access_rule
target: ngx_http_addition_address
output: ngx_http_addition_multi_header_lines
target: ngx_http_addition_charset
output: ngx_http_addition_charset
target: ngx_http_addition_header
output: ngx_http_addition_header
target: ngx_http_addition
output: sq_lite_3_drop_ptr
target: ngx_http_addition_location
output: ngx_http_log_merge_location_configuration
target: ngx_http_addition_multi_header_lines
output: ngx_http_addition_charset
target: ngx_http_addition_er
output: ngx_http_addition_er
target: ngx_http_addition_variable
output: ngx_http_upstream_initialise_zone
target: ngx_http_alloc_header_buffer
output: ngx_http_alloc_header_buffer
target: ngx_http
output: hash_tab_create
target: ngx_http_value
output: ngx_http_value
target: ngx_http_argument
output: curl_tls_write
target: ngx_http_auth_create_location_configuration
output: zn_output_number_15_get_ep_8_file
target: ngx_http_auth_crypt_handler
output: ngx_http_auth_crypt_handler
target: ngx_http_auth_handler
output: ngx_http_auth_handler
target: ngx_http_auth_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_auth_merge_location_configuration
output: parse_state
target: ngx_http_auth_set
output: ngx_http_auth_set
target: ngx_http_auth_user
output: ngx_http_headers_filter
target: ngx_http_auth_user_file
output: time_variable_push
target: ngx_http_auto_index_compare_entries
output: fd_elf_link_create_dynamic_sections
target: ngx_http_auto_index_create_location_configuration
output: ngx_http_proxy_create_location_configuration
target: ngx_http_auto_index_error
output: ngx_http_auto_index_error
target: ngx_http_auto_index_handler
output: ngx_http_auto_index_handler
target: ngx_http_auto_index_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_auto_index_json
output: ngx_http_auto_index_json
target: ngx_http_auto_index_merge_location_configuration
output: debug_get_parameter
target: ngx_http_block
output: ngx_http_block
target: ngx_http_block
output: load_debug_section
target: ngx_http_addition
output: curl_list_append
target: ngx_http_create_configuration
output: archive_read_support_format_raw
target: ngx_http_merge_configuration
output: ngx_http_merge_configuration
target: ngx_http_variable
output: ngx_http_variable
target: ngx_http_cache_send
output: 
target: ngx_http_charset_body_filter
output: ngx_http_charset_body_filter
target: ngx_http_charset_create_location_configuration
output: fd_elf_link_create_dyn_string_tab
target: ngx_http_charset_create_main_configuration
output: ngx_http_charset_create_main_configuration
target: ngx_http_charset_get_buffer
output: ngx_http_charset_get_buffer
target: ngx_http_charset_get_buffer
output: ngx_http_charset_get_buffer
target: ngx_http_charset_header_filter
output: ngx_http_charset_header_filter
target: ngx_http_charset_map
output: ngx_http_charset_map
target: ngx_http_charset_map_block
output: ngx_http_charset_map_block
target: ngx_http_charset_merge_location_configuration
output: ngx_http_charset_merge_location_configuration
target: ngx_http_charset_post_configuration
output: ngx_http_charset_post_configuration
target: ngx_http_body_filter
output: ngx_http_body_filter
target: ngx_http_filter_initialise
output: stats
target: ngx_http_header_filter
output: ngx_http_header_filter
target: ngx_http_clean_header
output: config_initialise
target: ngx_http_cleanup_addition
output: ngx_http_fast_addition
target: ngx_http_close_connection
output: iso_entry_free
target: ngx_http_close_request
output: ngx_http_close_request
target: ngx_http_compare_configuration_address
output: symbol_is_dummy
target: ngx_http_compare
output: archive_write_finish_entry
target: ngx_http_compare
output: ngx_http_compare
target: ngx_http_compare_er
output: archive_write_finish_entry
target: ngx_http_compile_value
output: ngx_http_fast_split
target: ngx_http_value
output: ngx_http_addition_address
target: ngx_http_value_size
output: curl_time
target: ngx_http_cookie_time
output: parse_time
target: ngx_http_copy_filter
output: ngx_http_copy_filter
target: ngx_http_copy_filter_create_configuration
output: ngx_http_variable_symbol
target: ngx_http_copy_filter_initialise
output: gr_ec_text_table
target: ngx_http_copy_filter_merge_configuration
output: argument_next
target: ngx_http_core_access
output: ngx_http_upstream_keep
target: ngx_http_core_auth
output: ngx_http_file_cache_exists
target: ngx_http_core_auth_handler
output: ngx_http_core_auth_handler
target: ngx_http_core_content
output: ngx_http_upstream_process_upstream
target: ngx_http_core_create_location_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_core_create_main_configuration
output: ngx_http_core_create_main_configuration
target: ngx_http_core_create_server_configuration
output: ngx_http_core_create_server_configuration
target: ngx_http_core_io
output: get_field_values
target: ngx_http_core_error_log
output: close_stream_temp
target: ngx_http_core_error_page
output: ngx_http_core_error_page
target: ngx_http_core_find_config
output: ngx_http_proxy_process_header
target: ngx_http_core_generic
output: ngx_http_upstream_initialise_random
target: ngx_http_core_initialise_main_configuration
output: match_context_addition_entry
target: ngx_http_core_internal
output: zn_7_options_10_set_function_name_epkc
target: ngx_http_core_keep
output: fd_elf_maybe_vx_works_addition_dynamic_tags
target: ngx_http_core_limit
output: system_to_word
target: ngx_http_core
output: ngx_http_geo
target: ngx_http_core_location
output: ngx_http_core_location
target: ngx_http_core_low_at_check
output: ngx_http_core_low_at_check
target: ngx_http_core_merge_location_configuration
output: ngx_http_core_merge_location_configuration
target: ngx_http_core_merge_server_configuration
output: ngx_http_core_merge_server_configuration
target: ngx_http_core_open_file_cache
output: ngx_http_core_open_file_cache
target: ngx_http_core_size
output: io_new_file
target: ngx_http_core_post_access
output: set_lines
target: ngx_http_core_post_rewrite
output: ngx_http_variable_request
target: ngx_http_core_post_configuration
output: archive_write_set_format
target: ngx_http_core_resolver
output: elf_386_always_size_sections
target: ngx_http_core_rewrite
output: sq_lite_3_string_append_all
target: ngx_http_core_root
output: ctf_addition_structure
target: ngx_http_core_run
output: archive_write_data
target: ngx_http_core_server
output: ngx_http_core_server
target: ngx_http_core_server_name
output: ngx_http_upstream_process
target: ngx_http_core_set_io
output: lzma_stream_header_encode
target: ngx_http_core_type
output: ngx_http_core_type
target: ngx_http_core
output: ngx_http_core
target: ngx_http_create_list
output: ngx_http_create_list
target: ngx_http_create_tree
output: ngx_http_create_tree
target: ngx_http_create_request
output: ngx_http_list_set
target: ngx_http_sym_links
output: ngx_http_sym_links
target: ngx_http_discard_request_body
output: curl_mime_un
target: ngx_http_discard_request_body_filter
output: ngx_http_discard_request_body_filter
target: ngx_http_request_body_handler
output: ngx_http_event_handler
target: ngx_http_do_read_client_request_body
output: ngx_http_upstream_process_non_request
target: ngx_http_empty
output: fd_elf_64_core_file_failing_command
target: ngx_http_empty_handler
output: decode_nla_in_6_address
target: ngx_http_empty_handler
output: zn_5_color_2_event
target: ngx_http_fast_abort_request
output: zn_5_color_2_event
target: ngx_http_fast_addition
output: curl_list_append
target: ngx_http_fast_body_output_filter
output: ngx_http_fast_body_output_filter
target: ngx_http_fast_cache
output: ngx_http_cache
target: ngx_http_fast_cache_key
output: time_variable_push
target: ngx_http_fast_create_key
output: ngx_http_create_key
target: ngx_http_fast_create_location_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_fast_create_main_configuration
output: ngx_http_create_main_configuration
target: ngx_http_fast_create_request
output: ngx_http_create_request
target: ngx_http_fast_finalize_request
output: zn_5_color_2_event
target: ngx_http_fast_handler
output: ngx_http_fast_handler
target: ngx_http_fast_initialise_pa_rams
output: ngx_http_initialise_pa_rams
target: ngx_http_fast_input_filter
output: ngx_http_fast_process_header
target: ngx_http_fast_input_filter_initialise
output: put_short
target: ngx_http_fast_low_at_check
output: ngx_http_core_low_at_check
target: ngx_http_fast_merge_location_configuration
output: ngx_http_merge_location_configuration
target: ngx_http_fast_non_filter
output: ngx_http_fast_non_filter
target: ngx_http_fast_pass
output: fd_coff_gc_keep
target: ngx_http_fast_pass
output: ngx_http_upstream_ip_hash
target: ngx_http_fast_path_information_variable
output: ngx_http_geo_address
target: ngx_http_fast_process_header
output: ngx_http_fast_process_header
target: ngx_http_fast_process_record
output: skip_op
target: ngx_http_fast_re_initialise_request
output: ngx_http_upstream_process_connection
target: ngx_http_fast_script_name_variable
output: ngx_http_proxy_addition_for_variable
target: ngx_http_fast_split_path_information
output: ctf_create
target: ngx_http_fast_store
output: ngx_http_fast_store
target: ngx_http_file_cache_addition_file
output: ngx_http_file_cache_addition_file
target: ngx_http_file_cache_cleanup
output: fd_86_elf_link_fixup_function_symbol
target: ngx_http_file_cache_create
output: ngx_http_upstream_copy_header_line
target: ngx_http_file_cache_create_key
output: sq_lite_3_database_memory_string
target: ngx_http_file_cache_delete
output: ngx_http_file_cache_delete
target: ngx_http_file_cache_delete_file
output: ngx_http_file_cache_delete_file
target: ngx_http_file_cache_exists
output: ngx_http_file_cache_exists
target: ngx_http_file_cache
output: ngx_http_file_cache
target: ngx_http_file_cache_free
output: free
target: ngx_http_file_cache_free
output: ngx_http_file_cache_free
target: ngx_http_file_cache_initialise
output: ngx_http_file_cache_initialise
target: ngx_http_file_cache
output: ngx_http_file_cache
target: ngx_http_file_cache_lock_wait_handler
output: ngx_http_file_cache_lock_wait_handler
target: ngx_http_file_cache_lookup
output: ngx_http_file_cache_lookup
target: ngx_http_file_cache_directory
output: lua_warn_error
target: ngx_http_file_cache_file
output: ngx_http_file_cache_file
target: ngx_http_file_cache
output: ngx_http_file_cache
target: ngx_http_file_cache_name
output: ngx_http_file_cache_name
target: ngx_http_file_cache_new
output: ngx_http_core_create_server_configuration
target: ngx_http_file_cache
output: curl_rc_initialise
target: ngx_http_file_cache_open
output: ngx_http_static_handler
target: ngx_http_file_cache_tree_insert_value
output: ngx_http_file_cache_tree_insert_value
target: ngx_http_file_cache_read
output: ngx_http_file_cache_read
target: ngx_http_file_cache_set_header
output: ngx_http_file_cache_delete
target: ngx_http_file_cache_set_slot
output: ngx_http_rewrite_return
target: ngx_http_file_cache_update
output: ngx_http_upstream_keep_close_handler
target: ngx_http_file_cache_update_header
output: free_entry
target: ngx_http_file_cache_valid
output: xml_path_node_set_addition_ns
target: ngx_http_file_cache_valid_set_slot
output: fd_elf_link_hide_version_ed_symbol
target: ngx_http_file_cache
output: ngx_http_file_cache
target: ngx_http_filter_finalize_request
output: dfa_copy_syntax
target: ngx_http_finalize_connection
output: ngx_http_upstream_process_non_request
target: ngx_http_finalize_request
output: archive_read_filter
target: ngx_http_free_request
output: ngx_http_file_cache_lock_wait
target: ngx_http_geo
output: ngx_http_geo
target: ngx_http_geo_address
output: ngx_http_geo_address
target: ngx_http_geo_block
output: ngx_http_geo_block
target: ngx_http_geo_addition
output: ngx_http_geo_addition
target: ngx_http_geo_value
output: ngx_http_geo_value
target: ngx_http_geo_variable
output: ngx_http_geo_variable
target: ngx_http_geo_copy_values
output: ngx_http_geo_copy_values
target: ngx_http_geo_range_variable
output: ngx_http_geo_range_variable
target: ngx_http_geo_value
output: ngx_http_geo_value
target: ngx_http_get_charset
output: ngx_http_get_charset
target: ngx_http_get_variable
output: 
target: ngx_http_get_address
output: curl_86_is_setup
target: ngx_http_get_address_internal
output: ngx_http_get_address_internal
target: ngx_http_get_indexed_variable
output: ngx_http_upstream_process
target: ngx_http_get_variable
output: ngx_http_upstream_initialise_keep
target: ngx_http_get_variable_index
output: ngx_http_upstream_initialise_random_peer
target: ngx_http_handler
output: fd_elf_allocate_function_dyn_re_location
target: ngx_http_header_filter
output: ngx_http_header_filter
target: ngx_http_header_filter_initialise
output: archive_write_set_format
target: ngx_http_headers_addition
output: ngx_http_headers_addition
target: ngx_http_headers_create_configuration
output: xml_schema_value_get_as_string
target: ngx_http_headers
output: ngx_http_headers
target: ngx_http_headers_filter
output: ngx_http_headers_filter
target: ngx_http_headers_filter_initialise
output: stats
target: ngx_http_headers_merge_configuration
output: last_file_with_data
target: ngx_http_index_create_location_configuration
output: ngx_http_fast_create_location_configuration
target: ngx_http_index_handler
output: ngx_http_index_handler
target: ngx_http_index_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_index_merge_location_configuration
output: ngx_http_index_merge_location_configuration
target: ngx_http_index_set_index
output: ngx_http_index_set_index
target: ngx_http_initialise_connection
output: ngx_http_upstream_get_ip_hash_peer
target: ngx_http_initialise
output: ngx_http_fast_non_filter
target: ngx_http_initialise_static_location
output: ngx_http_initialise_static_location
target: ngx_http_internal
output: curl_easy_set_option_error
target: ngx_http_keep_handler
output: ngx_http_keep_handler
target: ngx_http_limit_connection
output: ngx_http_limit_connection
target: ngx_http_limit_connection_addition
output: curl_list_append
target: ngx_http_limit_connection_cleanup
output: ngx_http_limit_connection_cleanup
target: ngx_http_limit_connection_create_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_limit_connection_handler
output: ngx_http_limit_connection_handler
target: ngx_http_limit_connection_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_limit_connection_initialise_zone
output: ngx_http_limit_connection_initialise_zone
target: ngx_http_limit_connection_merge_configuration
output: unlink_symbol
target: ngx_http_limit_connection_tree_insert_value
output: ngx_http_limit_connection_tree_insert_value
target: ngx_http_limit_connection_status_variable
output: archive_entry_set_is_data
target: ngx_http_limit_connection_zone
output: ngx_http_limit_connection_zone
target: ngx_http_limit_request
output: ngx_http_limit_request
target: ngx_http_limit_request_addition
output: curl_list_append
target: ngx_http_limit_request_create_configuration
